"interactorB.id"	"interactorB.approvedSymbol"	"score"	"interactionEvidenceEntries"	"gene"	"biologicalRole"
ENSG00000102103	PQBP1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131374	TBC1D5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000189091	SF3B3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100029	PES1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000132254	ARFIP2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175866	BAIAP2	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198855	FICD	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000171984	SHLD1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000105372	RPS19	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000142208	AKT1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000168930	TRIM49	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000130741	EIF2S3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000084754	HADHA	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163499	CRYBA2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000069424	KCNAB2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000037241	RPL26L1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000158792	SPATA2L	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000049449	RCN1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000160201	U2AF1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000180008	SOCS4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000004660	CAMKK1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165916	PSMC3	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000047249	ATP6V1H	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000188282	RUFY4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000197008	ZNF138	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000204410	MSH5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000023228	NDUFS1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000116120	FARSB	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000129084	PSMA1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131471	AOC3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000216937	CCDC7	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000108468	CBX1	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000121879	PIK3CA	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000225855	RUSC1-AS1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000169592	INO80E	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167037	SGSM1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000132842	AP3B1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000214087	ARL16	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112697	TMEM30A	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000124222	STX16	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000157578	LCA5L	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000145715	RASA1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000132912	DCTN4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000187742	SECISBP2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000135249	RINT1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000109083	IFT20	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000185009	AP3M1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000172053	QARS1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137075	RNF38	0.56	21	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000119689	DLST	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175029	CTBP2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125207	PIWIL1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137822	TUBGCP4	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138180	CEP55	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000242259	C22orf39	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000082196	C1QTNF3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000187607	ZNF286A	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136279	DBNL	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000185272	RBM11	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000126062	TMEM115	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000107938	EDRF1	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000108528	SLC25A11	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000115257	PCSK4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000063177	RPL18	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198326	TMEM239	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000173486	FKBP2	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138399	FASTKD1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000146963	LUC7L2	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000148450	MSRB2	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000103043	VAC14	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100814	CCNB1IP1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138777	PPA2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000149929	HIRIP3	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000174460	ZCCHC12	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000276966	H4C5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000270882	H4C14	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000170500	LONRF2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101210	EEF1A2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138385	SSB	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182973	CNOT10	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163602	RYBP	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000166444	DENND2B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000189057	FAM111B	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000174586	ZNF497	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000103275	UBE2I	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136305	CIDEB	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000099940	SNAP29	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000205560	CPT1B	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165119	HNRNPK	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167193	CRK	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100105	PATZ1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000132604	TERF2	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000160200	CBS	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000177181	RIMKLA	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000265817	FSBP	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000164400	CSF2	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000156876	SASS6	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000275126	H4C13	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000162702	ZNF281	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000064961	HMG20B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000025434	NR1H3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167685	ZNF444	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175866	BAIAP2	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183598	H3C13	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163374	YY1AP1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000089116	LHX5	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000129103	SUMF2	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000115073	ACTR1B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000235750	KIAA0040	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163563	MNDA	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000166226	CCT2	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000072415	PALS1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198498	TMA16	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000189120	SP6	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100664	EIF5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000133816	MICAL2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000180745	CLRN3	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163867	ZMYM6	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175279	CENPS	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000148300	REXO4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101457	DNTTIP1	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000221866	PLXNA4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167526	RPL13	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165899	OTOGL	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000065150	IPO5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000105321	CCDC9	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131037	EPS8L1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000111653	ING4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000124256	ZBP1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112592	TBP	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000124831	LRRFIP1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000117153	KLHL12	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000197223	C1D	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183346	CABCOCO1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000092108	SCFD1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000170890	PLA2G1B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000146540	C7orf50	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000152684	PELO	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165802	NSMF	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000254999	BRK1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000151466	SCLT1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137962	ARHGAP29	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000126803	HSPA2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100239	PPP6R2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000114354	TFG	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000147164	SNX12	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101888	NXT2	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000006659	LGALS14	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000126705	AHDC1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000179604	CDC42EP4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000157429	ZNF19	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000107317	PTGDS	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000088367	EPB41L1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000170832	USP32	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000107937	GTPBP4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137463	MGARP	0.56	21	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000203852	H3C15	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000099917	MED15	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000179950	PUF60	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182591	KRTAP11-1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000132341	RAN	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000134419	RPS15A	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101265	RASSF2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000160181	TFF2	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198363	ASPH	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000141985	SH3GL1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175305	CCNE2	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
